date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2016-09-20,1293,107,1186,1022501,264152,1286653,894,11,905
2025-08-14,244744,54983,189761,361226956,102425322,463652278,91502,3430,94932
2021-12-07,125779,60719,65060,90151385,82097005,172248390,21273,7600,28873
2017-02-15,1255,209,1046,1025550,295110,1320660,721,57,778
2021-01-05,105653,55620,50033,61921782,80345813,142267595,24115,9274,33389
2024-05-30,196841,66870,129971,206241190,104111099,310352289,65446,9216,74662
2015-12-22,1114,141,973,834450,284550,1119000,889,17,906
2024-11-11,294651,83893,210758,367985050,130073356,498058406,119180,9658,128838
2021-02-03,118715,64462,54253,71174483,86471226,157645709,27808,10133,37941
2023-03-14,190085,85740,104345,188363510,153926026,342289536,63543,13899,77442
2025-08-20,275790,61261,214529,440370902,114938934,555309836,113765,4755,118520
2018-09-08,14792,10793,3999,3863678,21555899,25419577,2757,565,3322
2024-03-30,227159,77887,149272,230210817,107378678,337589495,73124,11195,84319
2020-04-22,106959,51402,55557,58595830,43454292,102050122,15968,10820,26788
2022-03-05,145669,80325,65344,79924799,122202193,202126992,31121,9984,41105
2015-12-11,1198,113,1085,848350,106650,955000,1028,16,1044
2023-12-20,219986,77644,142342,228684563,125807291,354491854,69101,11522,80623
2025-07-04,273345,65419,207926,402105751,118350999,520456750,123513,5387,128900
2025-12-09,289285,47513,241772,497524744,98423698,595948442,39760,1501,41261
2025-09-26,256672,51891,204781,404490584,92859873,497350457,96293,3341,99634
2022-12-30,155753,70796,84957,147799534,101663535,249463069,46514,12124,58638
2015-01-23,93,25,68,354000,179550,533550,7,0,7
2018-10-16,20024,15339,4685,5968668,25708215,31676883,3041,815,3856
2019-06-02,43114,28759,14355,16433955,31296393,47730348,4945,2838,7783
2020-11-11,135810,65273,70537,89471902,82030147,171502049,32093,12511,44604
2023-12-09,185516,72753,112763,175706515,99803397,275509912,60380,11097,71477
2024-01-30,200692,71438,129254,200038086,106882864,306920950,60937,10024,70961
2019-06-13,50059,35634,14425,10728810,37274563,48003373,5166,3315,8481
2018-05-09,17749,12634,5115,8239310,18842797,27082107,3538,966,4504
2025-07-28,256711,56611,200100,386666056,82723780,469389836,108091,4814,112905
2018-05-04,9357,6990,2367,4860168,15731150,20591318,1391,534,1925
2015-12-02,989,90,899,752230,215910,968140,837,18,855
2022-07-06,118701,63478,55223,93916341,99033407,192949748,33579,9818,43397
2015-02-07,77,29,48,401850,108600,510450,2,0,2
2021-09-27,115276,50614,64662,70403495,1010541332,1080944827,31031,10341,41372
2017-10-21,695,185,510,290550,70360,360910,412,45,457
2018-06-10,6725,5865,860,1740010,7303796,9043806,433,154,587
2017-09-02,618,246,372,496500,975430,1471930,264,32,296
2017-02-11,754,126,628,555800,391050,946850,400,31,431
2015-05-21,104,20,84,954750,87400,1042150,2,1,3
2017-04-17,1598,494,1104,1276150,1320420,2596570,693,45,738
2015-02-17,55,18,37,168300,60600,228900,0,0,0
2018-07-13,9546,7096,2450,10049079,23668348,33717427,922,265,1187
2019-05-11,26332,19236,7096,4407487,74933888,79341375,3387,2558,5945
2018-02-22,1939,1121,818,2617950,10635136,13253086,555,141,696
2024-02-13,206727,73954,132773,201198317,108175946,309374263,62359,9836,72195
2020-06-25,119212,54001,65211,68509095,54696642,123205737,19173,9271,28444
2021-09-08,125936,61503,64433,74103850,79480955,153584805,32723,11334,44057
2016-11-30,796,144,652,946250,205791,1152041,459,34,493
2022-12-17,137346,70251,67095,124452942,110606004,235058946,36900,10540,47440
2021-03-13,127968,69171,58797,70711438,92989258,163700696,27346,10327,37673
2016-04-02,1506,163,1343,1257850,294850,1552700,974,54,1028
2020-01-10,109136,42862,66274,15506005,51650140,67156145,56568,11109,67677
2022-08-16,142061,69341,72720,115895568,90988977,206884545,39614,10840,50454
2015-08-09,64,18,46,182100,121800,303900,0,1,1
2020-12-13,70696,36046,34650,51475882,47383196,98859078,23450,7698,31148
2015-07-04,142,39,103,619000,276157,895157,0,0,0
2018-06-26,21973,18748,3225,27133632,26970437,54104069,560,363,923
2021-01-18,109559,60330,49229,53978307,64683452,118661759,23337,9538,32875
2017-02-10,821,144,677,635400,170600,806000,455,16,471
2016-11-19,804,114,690,556900,192900,749800,521,35,556
2015-06-05,103,28,75,678650,201790,880440,1,1,2
2022-02-12,116222,63159,53063,66199613,85091799,151291412,26450,8419,34869
2017-12-25,763,474,289,710150,3563430,4273580,201,40,241
2018-06-03,5030,4059,971,4545260,10597071,15142331,667,103,770
2016-06-23,1503,142,1361,1165850,311814,1477664,1038,16,1054
2022-09-11,116924,58127,58797,114468075,75505888,189973963,35376,8986,44362
2015-06-01,107,36,71,632450,244000,876450,3,1,4
2023-09-13,202367,78403,123964,200700691,128095758,328796449,65820,12421,78241
2020-06-23,125525,56692,68833,67570269,56912101,124482370,21934,9685,31619
2015-10-31,991,89,902,884591,127130,1011721,811,45,856
2019-10-12,42151,29881,12270,8827645,49559102,58386747,7585,7869,15454
2022-01-13,123292,61451,61841,83302067,81212211,164514278,32414,9267,41681
2025-04-06,230920,60294,170626,325438887,85203687,410642574,104679,6174,110853
2023-07-09,163389,69208,94181,121529076,75852985,197382061,41396,8340,49736
2017-08-17,1993,993,1000,1962320,4395715,6358035,714,96,810
2023-06-14,216744,90548,126196,208808491,138204847,347013338,72425,14266,86691
2023-05-15,178158,75795,102363,175724315,111492830,287217145,64568,13779,78347
2025-04-16,281386,71629,209757,413252443,126430216,539682659,124157,7025,131182
2018-08-17,12762,10993,1769,2661050,22272165,24933215,596,338,934
2017-02-01,765,111,654,1654900,526065,2180965,476,12,488
2019-07-25,85720,65409,20311,24150728,47327824,71478552,12650,7494,20144
2017-09-26,2540,1571,969,2029102,6852940,8882042,785,219,1004
2021-03-17,126550,67967,58583,76425778,96170250,172596028,23845,9573,33418
2016-10-24,883,58,825,796600,227650,1024250,693,3,696
2018-02-14,2104,1069,1035,2185300,7628219,9813519,812,110,922
2020-02-21,133987,45906,88081,13028381,40859665,53888046,73324,8853,82177
2022-07-01,120503,62778,57725,82032190,81741326,163773516,40155,11217,51372
2024-05-22,193450,67438,126012,185301913,100982596,286284509,63508,8369,71877
2017-12-30,1487,810,677,1137200,5924402,7061602,545,129,674
2016-01-11,746,105,641,728050,274325,1002375,424,15,439
2022-08-31,120464,59086,61378,94319296,79166253,173485549,36963,9981,46944
2019-08-14,104998,71160,33838,21646303,51050277,72696580,11035,6688,17723
2020-03-21,142211,56672,85539,123955875,68105829,192061704,15409,7697,23106
2021-07-12,144533,69449,75084,70162218,68656930,138819148,32519,15711,48230
2025-12-12,292997,45608,247389,493839800,92091834,585931634,42863,1436,44299
2025-09-15,279051,59398,219653,431099358,90839837,521939195,109471,4000,113471
2017-03-29,1469,422,1047,1030900,1353705,2384605,738,65,803
2023-09-28,173136,65040,108096,166334575,90268139,256602714,56666,10682,67348
2017-09-21,2599,1374,1225,2735775,3761244,6497019,918,186,1104
2021-04-07,95187,48113,47074,81528393,78942787,160471180,35174,12816,47990
2025-04-08,297635,76878,220757,464550958,143406606,607957564,134290,7495,141785
2023-02-19,131665,59117,72548,121234073,82594411,203828484,45045,10771,55816
2019-04-18,27441,22039,5402,6803042,30776475,37579517,3067,3051,6118
2018-03-24,2909,2324,585,2344701,14363881,16708582,367,122,489
2019-06-18,79743,58372,21371,24353888,67451963,91805851,9766,5310,15076
2020-06-12,123962,52260,71702,79295495,56996490,136291985,15889,7671,23560
2024-08-28,217788,66791,150997,245405391,164382435,409787826,79845,8584,88429
2025-12-17,293594,45943,247651,544545088,92535332,637080420,41262,1187,42449
2025-01-09,284496,84613,199883,366984348,141327511,508311859,110916,9010,119926
2021-06-25,141548,65062,76486,70259685,77215605,147475290,30378,13106,43484
2018-05-11,11108,8549,2559,3480050,13222565,16702615,1409,369,1778
2021-09-10,100303,49900,50403,62800292,64859540,127659832,30948,10663,41611
2019-10-01,55464,37958,17506,13963680,363229210,377192890,11160,8966,20126
2023-10-06,207522,81420,126102,198637925,133936059,332573984,64086,12346,76432
2022-10-07,145954,73778,72176,101378765,96910649,198289414,40841,10276,51117
2023-03-13,193760,88068,105692,188611254,141356794,329968048,67036,14998,82034
2024-10-12,209250,61764,147486,240939295,74230714,315170009,81358,8540,89898
2018-11-16,21951,17580,4371,6410058,30684257,37094315,1783,920,2703
2023-07-22,217462,85105,132357,202246016,110045497,312291513,73178,14466,87644
2022-05-31,128934,65337,63597,104002051,85467287,189469338,42145,11066,53211
2019-07-16,94025,70561,23464,21578275,51249944,72828219,10743,6454,17197
2015-07-19,99,20,79,486000,88100,574100,0,0,0
2019-01-29,21901,17506,4395,8898324,37446617,46344941,2578,1980,4558
2017-03-08,884,251,633,979100,622850,1601950,395,42,437
2023-02-14,175755,78417,97338,181050718,131760277,312810995,59922,14032,73954
2016-07-09,1392,62,1330,805225,189100,994325,1143,3,1146
2025-02-27,258139,70089,188050,368155254,177050512,545205766,111514,7086,118600
2024-10-11,222930,68643,154287,260060125,99009780,359069905,90376,8930,99306
2019-10-17,48225,33691,14534,10479771,54578410,65058181,8439,8877,17316
2017-03-19,602,154,448,644300,569906,1214206,219,17,236
2023-01-18,156077,74033,82044,145546248,123411768,268958016,50091,12615,62706
2023-06-22,230114,93964,136150,231595924,123987795,355583719,77511,15207,92718
2015-02-09,116,37,79,604400,140600,745000,1,0,1
2021-04-13,154115,69516,84599,78830646,67685644,146516290,29734,10994,40728
2021-10-01,107991,53157,54834,61752841,65494158,127246999,26851,9414,36265
2023-02-22,172988,81615,91373,176477474,1026631542,1203109016,57832,13883,71715
2015-10-23,1010,41,969,623300,152861,776161,898,14,912
2025-02-13,267545,80498,187047,354749409,126114209,480863618,105300,7306,112606
2024-01-08,214292,74610,139682,211240091,114609378,325849469,71281,11980,83261
2025-02-02,250609,73996,176613,292803815,92952554,385756369,95876,6875,102751
2022-05-14,121584,63132,58452,79303635,92618784,171922419,34065,9703,43768
2016-08-29,1160,88,1072,977200,334597,1311797,793,2,795
2025-06-16,269761,63418,206343,391283115,100251198,491534313,111296,5652,116948
2021-06-24,142984,65662,77322,72403742,74344945,146748687,32092,13877,45969
2020-06-01,118616,50817,67799,76492259,48033758,124526017,17459,9047,26506
2015-02-25,110,37,73,463000,122950,585950,4,1,5
2015-02-27,105,35,70,529650,166000,695650,1,1,2
2018-09-10,16570,12045,4525,4727051,18565344,23292395,2955,699,3654
2018-10-12,18720,14320,4400,5583125,27654457,33237582,2912,811,3723
2021-12-14,125529,59157,66372,94953358,77747870,172701228,20386,7437,27823
2024-10-25,242721,74532,168189,301015864,123601867,424617731,86626,8926,95552
2016-10-26,1109,98,1011,1458200,543600,2001800,856,3,859
2015-04-09,128,40,88,823300,232380,1055680,3,3,6
2025-07-24,261893,60661,201232,386424025,99698039,486122064,113324,4959,118283
2024-09-05,241036,73702,167334,276000483,119877256,395877739,90257,9245,99502
2017-10-10,2734,1426,1308,2586850,7740250,10327100,1056,168,1224
2023-07-21,219343,86649,132694,208547912,131500438,340048350,74362,14234,88596
2018-12-03,22224,18535,3689,5399051,27362022,32761073,1678,831,2509
2016-03-09,1517,196,1321,1435050,478750,1913800,964,67,1031
2016-10-25,1122,97,1025,1236449,242150,1478599,38,29,67
2020-05-11,95434,43079,52355,53915300,33334335,87249635,17485,6614,24099
2015-07-31,128,47,81,560100,361803,921903,0,0,0
2024-09-25,231894,72388,159506,270346858,116216084,386562942,83905,8664,92569
2015-08-23,66,16,50,337650,18700,356350,0,0,0
2025-06-10,281062,71471,209591,395637213,121459906,517097119,116387,5302,121689
2020-05-14,97431,43041,54390,57568500,35599702,93168202,16212,7620,23832
2017-09-13,2399,1370,1029,1911403,5531628,7443031,823,160,983
2017-03-12,476,98,378,315800,84625,400425,170,6,176
2018-03-17,3462,2616,846,2929466,13580543,16510009,669,177,846
2024-01-14,179468,62906,116562,159641166,76434983,236076149,50172,8389,58561
2020-02-25,139027,55687,83340,23547344,58144280,81691624,65212,9494,74706
2023-09-03,178980,72075,106905,141312663,89423090,230735753,52236,9983,62219
2017-03-13,270,35,235,93100,36675,129775,145,8,153
2015-07-07,118,27,91,772375,130550,902925,1,0,1
2025-03-22,288305,80882,207423,429348548,153716120,583064668,119049,7396,126445
2015-03-29,100,24,76,411800,75900,487700,0,0,0
2015-10-19,1337,38,1299,923860,90650,1014510,1201,14,1215
2022-11-13,140421,61747,78674,123583549,80226254,203809803,47636,11699,59335
2017-01-07,811,194,617,1134250,547490,1681740,419,38,457
2019-07-12,92004,70472,21532,17981394,50835192,68816586,9884,7283,17167
2023-12-03,178350,64846,113504,183308037,91134693,274442730,53181,9314,62495
2021-02-22,112743,61249,51494,65617772,82234135,147851907,26849,9896,36745
2021-02-04,114989,62867,52122,64635949,85893353,150529302,23879,7767,31646
2016-01-29,1240,168,1072,714125,538050,1252175,813,39,852
2016-01-20,1109,191,918,1523480,635478,2158958,622,46,668
2017-07-14,1959,1110,849,2299631,6984097,9283728,566,148,714
2022-01-23,81589,35880,45709,51967750,52037159,104004909,25363,5905,31268
2021-12-29,120008,58193,61815,84276305,69654605,153930910,18511,7012,25523
2018-06-17,5822,4995,827,1886575,7981250,9867825,539,92,631
2022-11-14,152900,68947,83953,146824113,103210229,250034342,54761,12087,66848
2025-09-07,223538,45970,177568,335065470,63499963,398565433,87062,3965,91027
2019-04-03,33132,25662,7470,7354700,33980073,41334773,3510,2534,6044
2023-12-01,218379,81073,137306,221004434,124875906,345880340,63827,11524,75351
2025-08-12,278353,62846,215507,429681098,119696573,549377671,115072,4293,119365
2019-02-13,35775,28053,7722,10115904,42246726,52362630,5182,2953,8135
2025-09-04,255752,53909,201843,407455502,105219565,512675067,104403,4127,108530
2025-09-19,275362,61299,214063,438561378,105680368,544241746,105906,3575,109481
2017-05-05,1487,594,893,1418099,2373746,3791845,652,103,755
2018-05-13,4583,3594,989,955950,3673900,4629850,563,121,684
2018-06-25,10235,8127,2108,9756617,16219141,25975758,714,252,966
2021-05-30,76527,32266,44261,48246505,46163707,94410212,24502,8536,33038
2025-10-26,234845,46148,188697,376917373,70028815,446946188,82801,2409,85210
2021-07-28,128744,62676,66068,54688836,67518869,122207705,23074,9741,32815
2019-04-28,21711,16801,4910,3047874,17182535,20230409,1781,1742,3523
2026-01-06,305473,45367,260106,508839432,92983053,601822485,36683,943,37626
2016-06-25,1026,72,954,898450,258050,1156500,708,7,715
2018-10-22,17806,13906,3900,5208225,19490329,24698554,2226,732,2958
2024-11-12,276286,78387,197899,364255441,139670348,503925789,114259,9298,123557
2023-03-24,182741,81339,101402,186561585,141178148,327739733,60263,13275,73538
2017-01-23,583,165,418,942075,328050,1270125,207,24,231
2025-03-20,286014,79528,206486,430738562,158587158,589325720,119441,7628,127069
2018-06-19,18124,16557,1567,5535475,23250380,28785855,806,279,1085
2023-01-19,153835,73849,79986,141907121,118927120,260834241,51851,13026,64877
2018-04-13,3916,2953,963,2118500,11169059,13287559,747,158,905
2020-02-08,149517,48067,101450,18329615,50918407,69248022,85669,6120,91789
2016-12-12,818,146,672,650850,416300,1067150,529,40,569
2019-04-07,19697,16188,3509,3213775,18846291,22060066,1896,2643,4539
2024-01-20,187632,68213,119419,176129717,104689887,280819604,54689,8798,63487
2023-12-12,204348,73632,130716,208422051,119789747,328211798,65667,11165,76832
2023-08-04,218959,87931,131028,200739400,136962824,337702224,69940,13863,83803
2015-06-28,63,10,53,336400,32300,368700,0,0,0
2017-01-17,993,223,770,1256200,371700,1627900,562,50,612
2018-06-24,6148,5090,1058,2163286,10057549,12220835,565,127,692
2025-02-12,268772,80403,188369,352196709,132442297,484639006,107336,7561,114897
2016-07-03,607,40,567,441325,94800,536125,459,8,467
2021-04-27,103327,43254,60073,58189250,45946569,104135819,22209,7073,29282
2024-11-07,258982,76811,182171,340440896,130989640,471430536,112125,9337,121462
2020-01-05,101030,36907,64123,11687372,38821745,50509117,54732,9115,63847
2019-12-15,99763,37039,62724,14357516,39185434,53542950,52719,9090,61809
2025-06-24,282233,67758,214475,407540959,112428264,519969223,114356,5319,119675
2023-03-07,142386,62504,79882,123508874,74614994,198123868,47745,10954,58699
2023-12-24,200019,70106,129913,200489507,92759314,293248821,63860,11208,75068
2024-01-19,188109,69282,118827,186580728,113290678,299871406,58009,9916,67925
2016-10-16,723,98,625,569450,365260,934710,540,18,558
2024-07-19,248437,74874,173563,260595266,118356568,378951834,85102,9197,94299
2016-12-24,976,232,744,977800,417700,1395500,551,49,600
2021-05-29,82793,36297,46496,51229365,52580754,103810119,24174,8910,33084
2015-12-12,773,81,692,527700,63925,591625,632,18,650
2024-10-19,257096,79090,178006,306478747,132825198,439303945,93345,9510,102855
2016-11-04,704,53,651,479950,189510,669460,548,10,558
2015-12-15,1034,123,911,805650,178650,984300,824,67,891
2019-07-18,88353,68215,20138,23180142,52402734,75582876,11714,8180,19894
2025-03-03,263029,81318,181711,346340916,159768740,506109656,102988,6393,109381
2016-10-04,819,60,759,801101,117400,918501,585,20,605
2021-09-07,121200,58076,63124,68655546,71800128,140455674,29698,10546,40244
2022-11-18,162973,74861,88112,159352211,125431007,284783218,56569,13333,69902
2024-09-19,243377,74302,169075,269856335,122537465,392393800,92252,9452,101704
2023-12-26,217009,75653,141356,231741919,108317009,340058928,70373,12019,82392
2020-10-06,119231,59372,59859,64781462,65150031,129931493,29817,10984,40801
2020-03-14,147700,71697,76003,104133773,82635788,186769561,17191,14413,31604
2025-06-01,246634,66199,180435,308809271,86076917,394886188,104065,4754,108819
2018-03-07,12037,8970,3067,9243000,10790345,20033345,2703,693,3396
2022-01-05,117571,57364,60207,61336911,83667102,145004013,16203,4808,21011
2024-05-15,217485,71845,145640,227055479,110454176,337509655,70521,9598,80119
2016-01-13,1183,163,1020,1519252,322450,1841702,705,22,727
2015-05-05,92,29,63,427098,234800,661898,1,0,1
2021-10-11,114325,56088,58237,72406315,66191752,138598067,29667,10426,40093
2016-10-11,760,27,733,422820,71700,494520,658,3,661
2025-01-02,262483,80626,181857,321218288,126168874,447387162,98031,7934,105965
2016-06-12,742,103,639,710850,188150,899000,478,14,492
2016-08-26,1322,80,1242,821650,196300,1017950,1033,28,1061
2024-04-17,180366,57610,122756,183396170,74433376,257829546,69455,9309,78764
2016-12-16,1274,235,1039,1217100,573699,1790799,790,48,838
2019-03-11,28695,23204,5491,6824417,30890584,37715001,2945,2250,5195
2022-04-09,126845,65715,61130,79475900,83660928,163136828,31998,10196,42194
2020-03-10,129411,39850,89561,10891090,23045022,33936112,69164,5793,74957
2020-04-14,64555,30414,34141,46422118,32061980,78484098,19943,5655,25598
2018-10-08,17374,13449,3925,6817919,18586466,25404385,1934,684,2618
2022-05-17,132132,64629,67503,91950484,102830978,194781462,34639,9710,44349
2023-03-04,187838,87543,100295,178934108,160605591,339539699,62460,14621,77081
2015-05-09,100,28,72,612550,159550,772100,1,2,3
2021-10-29,111053,56368,54685,73096195,74371373,147467568,28357,9772,38129
2019-03-02,26741,22757,3984,6810584,40484879,47295463,2096,1873,3969
2018-10-18,16536,12613,3923,5943350,16743349,22686699,2364,702,3066
2016-06-10,1088,157,931,957250,342350,1299600,663,38,701
2023-05-16,182786,77428,105358,174445622,123325497,297771119,64098,12860,76958
2018-06-05,9533,7859,1674,3548597,19775707,23324304,828,292,1120
2015-08-14,111,31,80,560050,181460,741510,1,2,3
2017-08-22,1718,779,939,1306550,4815886,6122436,733,95,828
2019-05-20,38597,28804,9793,7767413,28444211,36211624,4904,3322,8226
2024-02-28,205481,72529,132952,192737396,108604750,301342146,68414,10497,78911
2018-07-15,6407,4461,1946,2966724,7239858,10206582,976,137,1113
2024-01-18,188636,67943,120693,181049716,107634809,288684525,57010,9725,66735
2021-01-15,97804,50042,47762,62659234,67699744,130358978,25364,10009,35373
2023-04-13,189692,82184,107508,174942049,124469678,299411727,64890,14337,79227
2018-08-11,12243,10258,1985,3115000,22961119,26076119,1156,347,1503
2021-05-13,75176,31564,43612,43475068,47213773,90688841,20347,7645,27992
2019-06-09,33876,25281,8595,5337305,22416989,27754294,3024,2664,5688
2021-01-11,115165,64012,51153,61429246,79265360,140694606,22361,10563,32924
2019-09-11,69783,36231,33552,18214309,54968465,73182774,27928,9173,37101
2016-10-05,1158,96,1062,1059460,271750,1331210,822,5,827
2025-01-20,276917,82410,194507,336460514,116390094,452850608,102388,8081,110469
2026-02-01,224412,31372,193040,348526648,48097659,396624307,16179,294,16473
2017-11-25,1576,797,779,1356575,3360790,4717365,646,97,743
2024-01-26,143823,48124,95699,113871438,56679608,170551046,42132,6501,48633
2021-01-16,100445,54850,45595,54947000,66368560,121315560,20297,7057,27354
2015-11-06,1220,143,1077,572600,196490,769090,996,25,1021
2019-03-08,26855,21928,4927,6890948,34494361,41385309,2605,1754,4359
2020-09-22,131332,63301,68031,77970174,71384585,149354759,24861,10134,34995
2021-03-04,120980,68495,52485,65262150,116041622,181303772,25788,10203,35991
2024-03-27,225418,78437,146981,219716549,105620392,325336941,73692,10831,84523
2024-07-15,217947,64940,153007,234356642,101442105,335798747,87967,9419,97386
2015-08-27,81,16,65,489620,71507,561127,4,1,5
2020-12-26,117988,62472,55516,63505503,69480792,132986295,26880,8962,35842
2015-11-02,840,85,755,600025,202850,802875,698,42,740
2023-09-18,177911,67499,110412,172810864,92257479,265068343,70614,12730,83344
2021-03-23,124629,64057,60572,69449648,84498641,153948289,26306,10207,36513
2015-01-28,134,23,111,586950,50750,637700,4,1,5
2023-01-23,153438,71113,82325,135436668,102126905,237563573,50651,12206,62857
2015-10-22,599,23,576,336100,75382,411482,545,7,552
2016-12-01,888,141,747,1115650,361881,1477531,528,46,574
2018-07-07,12141,8396,3745,14991544,18136127,33127671,1035,314,1349
2019-06-25,86718,66208,20510,18809560,52588668,71398228,8543,7177,15720
2025-11-05,293871,53638,240233,448671345,95114026,543785371,94968,2346,97314
2016-06-14,1406,177,1229,1496250,388950,1885200,939,30,969
2021-05-08,100672,39747,60925,58626041,41013856,99639897,25069,8210,33279
2021-05-12,75250,30882,44368,45022381,40861354,85883735,21276,7598,28874
2024-06-25,231698,70733,160965,245034402,112715944,357750346,88388,10213,98601
2024-05-17,208622,71672,136950,207108170,108700333,315808503,64501,8425,72926
2021-05-14,88618,35301,53317,48208065,36002461,84210526,19964,7112,27076
2023-06-01,190425,82405,108020,175415388,130745873,306161261,69676,14076,83752
2016-12-19,860,196,664,1676350,422170,2098520,393,46,439
2021-01-22,110375,60545,49830,59682833,76741166,136423999,23016,9734,32750
2020-09-27,122175,58767,63408,65562921,54625250,120188171,28940,8263,37203
2016-10-07,1210,74,1136,1269651,225495,1495146,893,8,901
2022-06-30,103275,50420,52855,74451378,64508886,138960264,35152,8807,43959
2024-06-20,230905,73778,157127,241306350,116205239,357511589,83845,9801,93646
2020-10-23,111235,56295,54940,62206870,58358686,120565556,24063,8777,32840
2015-04-06,108,23,85,663120,67200,730320,0,0,0
2016-05-29,822,30,792,565870,108800,674670,599,3,602
2023-12-04,197838,73557,124281,209032682,111966244,320998926,60865,10491,71356
2015-05-01,63,12,51,434440,52550,486990,1,1,2
2025-01-03,273327,86205,187122,326332498,146952218,473284716,97289,8145,105434
2021-07-21,129693,63405,66288,57653031,57955206,115608237,26058,12048,38106
2023-02-27,179917,79764,100153,178071545,121522160,299593705,63683,14330,78013
2024-01-06,219897,78864,141033,217728525,121476580,339205105,69519,11900,81419
2024-09-20,245315,74547,170768,274962423,125729795,400692218,91953,9210,101163
2021-04-14,139374,60931,78443,74253629,59980200,134233829,28058,10337,38395
2020-09-03,128722,63037,65685,83302517,75155480,158457997,33225,8189,41414
2019-09-24,68463,38486,29977,12641720,53560621,66202341,22061,9032,31093
2024-06-07,232412,78268,154144,233087352,126008401,359095753,76978,9397,86375
2015-03-23,123,27,96,729000,53500,782500,8,0,8
2016-02-05,1566,178,1388,1346385,284297,1630682,1038,74,1112
2015-11-28,658,61,597,305400,33350,338750,562,23,585
2019-07-03,99341,74973,24368,16656258,52255271,68911529,10094,8044,18138
2017-10-17,2398,1215,1183,1339226,4412290,5751516,987,122,1109
2022-04-25,140008,69087,70921,93556705,83185372,176742077,39680,11813,51493
2015-08-15,47,9,38,272500,30510,303010,0,0,0
2023-06-23,218061,89872,128189,214252430,121447002,335699432,71847,14609,86456
2015-10-20,1498,46,1452,970250,78850,1049100,1360,5,1365
2019-11-15,78828,43382,35446,19532160,66115717,85647877,28916,11437,40353
2015-03-13,103,35,68,560600,153320,713920,3,4,7
2016-05-04,1515,177,1338,1380350,438030,1818380,993,28,1021
2015-03-19,156,47,109,1320100,328250,1648350,4,4,8
2015-11-18,552,47,505,586613,45480,632093,444,3,447
2025-01-16,264069,76533,187536,372704333,120261559,492965892,104734,8452,113186
2020-02-19,136592,57177,79415,23643967,65219999,88863966,62431,12404,74835
2020-03-26,48015,20669,27346,35948581,21413801,57362382,10386,4822,15208
2021-09-28,131177,62130,69047,73334097,67543528,140877625,30695,10576,41271
2018-08-18,13831,11523,2308,3515700,26221167,29736867,1291,377,1668
2018-05-05,8022,6193,1829,3515300,14020433,17535733,819,400,1219
2021-04-09,169868,78835,91033,92025423,81999784,174025207,36228,13852,50080
2020-01-12,84909,35694,49215,12416490,39903045,52319535,40909,9198,50107
2024-11-19,295382,83903,211479,393743345,140991241,534734586,122091,10745,132836
2015-05-16,157,44,113,690450,202550,893000,2,2,4
2021-12-26,120251,52749,67502,75881030,56071954,131952984,17807,6414,24221
2020-01-31,122876,50994,71882,17558302,49819631,67377933,54636,10625,65261
2022-12-31,145828,67331,78497,133978064,84149192,218127256,42128,11577,53705
2025-03-28,282746,79165,203581,411439342,136793537,548232879,112955,6729,119684
2024-03-20,236521,82853,153668,227167813,131695608,358863421,79400,11573,90973
2016-02-09,1855,181,1674,1233023,217000,1450023,1343,74,1417
2022-08-11,114576,57963,56613,77645253,67075126,144720379,34064,9436,43500
2020-07-27,122770,56741,66029,69019790,54405572,123425362,35208,7891,43099
2020-04-05,45483,18418,27065,31928061,17091385,49019446,12166,4225,16391
2016-05-09,1003,103,900,661500,93000,754500,592,40,632
2020-05-23,107193,45829,61364,71460495,41649439,113109934,17037,8481,25518
2018-09-01,14948,12304,2644,2933148,25561527,28494675,1548,305,1853
2025-06-12,269440,68389,201051,384100303,118674614,502774917,110500,5327,115827
2025-02-18,292279,84717,207562,377819602,143844416,521664018,115827,7892,123719
2016-11-21,979,114,865,753390,159600,912990,670,38,708
2016-10-21,1095,109,986,1008050,221325,1229375,818,16,834
2017-02-02,800,141,659,822200,354063,1176263,434,34,468
2023-07-11,198858,80222,118636,190341778,119847275,310189053,58693,11055,69748
2025-02-10,269892,79842,190050,337108050,119043588,456151638,114378,7933,122311
2019-03-20,23885,18656,5229,9273140,17240683,26513823,1898,1769,3667
2025-03-29,278230,78176,200054,391346484,128889233,520235717,113638,7424,121062
2021-08-17,135231,64080,71151,74116358,76430184,150546542,32702,10905,43607
2018-03-26,3419,2768,651,3080775,12125786,15206561,382,106,488
2019-11-09,55980,27584,28396,8028195,46563676,54591871,24160,6762,30922
2016-04-10,861,111,750,552270,137900,690170,533,25,558
2021-08-14,130849,64393,66456,65493746,70788589,136282335,29810,13779,43589
2022-12-08,136061,67761,68300,139193086,116235977,255429063,46019,11187,57206
2017-06-22,1728,875,853,1405200,3072714,4477914,661,119,780
2017-09-12,1995,1076,919,1908759,9379951,11288710,684,141,825
2021-09-26,120965,52987,67978,68826744,57405228,126231972,30970,10773,41743
2019-11-07,68947,41670,27277,19553428,58828888,78382316,19865,10056,29921
2022-02-16,117114,64806,52308,67950692,87551465,155502157,27560,8347,35907
2019-12-08,88764,33523,55241,9863340,38542005,48405345,48932,8349,57281
2023-05-24,201687,83182,118505,202653715,136022240,338675955,77696,15427,93123
