date,totalChallan,disposedChallan,pendingChallan,pendingAmount,disposedAmount,totalAmount,pendingCourt,disposedCourt,totalCourt
2020-05-15,95497,42323,53174,59635240,34837126,94472366,14489,6598,21087
2020-07-19,89412,39769,49643,49159800,39741894,88901694,32356,6975,39331
2023-09-07,169208,66413,102795,149365155,95391441,244756596,48704,8666,57370
2016-06-30,863,72,791,836900,276921,1113821,514,6,520
2017-05-03,1391,611,780,1677932,2548617,4226549,477,80,557
2017-08-09,2956,1655,1301,3334600,6074500,9409100,1007,186,1193
2020-12-25,106254,54763,51491,63562231,63720109,127282340,23823,8034,31857
2016-07-22,1263,99,1164,999150,347550,1346700,880,5,885
2023-06-28,221638,88498,133140,213380463,108740425,322120888,73131,14935,88066
2022-03-04,133157,73925,59232,80540780,123075529,203616309,28797,9314,38111
2016-10-02,427,39,388,670340,99100,769440,258,1,259
2024-06-13,237233,75041,162192,255516920,127305048,382821968,83428,10111,93539
2019-07-21,67066,52526,14540,11019815,32536679,43556494,6180,6120,12300
2019-04-27,29611,22949,6662,6951276,26359189,33310465,3618,2626,6244
2017-11-23,1716,836,880,2094053,2814525,4908578,630,88,718
2015-04-19,63,15,48,261350,80000,341350,0,0,0
2023-11-25,204991,74716,130275,215816652,111371956,327188608,72400,11813,84213
2022-12-22,136823,69939,66884,128825042,115017403,243842445,37826,10422,48248
2022-10-28,131363,63832,67531,117384678,83680813,201065491,43198,10710,53908
2017-05-14,769,269,500,739780,807760,1547540,367,39,406
2025-04-10,245288,62192,183096,357301634,102651621,459953255,111893,6172,118065
2021-12-08,125986,62247,63739,92410406,87836585,180246991,22889,8353,31242
2017-09-25,2195,1320,875,2204150,5638373,7842523,699,203,902
2018-08-29,22980,17533,5447,9756415,27312939,37069354,4040,952,4992
2024-12-21,271985,82375,189610,374400709,120904970,495305679,107967,9140,117107
2023-04-18,182154,76913,105241,177613132,123071280,300684412,63400,13396,76796
2019-03-06,38286,29745,8541,11115511,40863242,51978753,5157,2599,7756
2023-05-23,191263,78550,112713,197996506,125872258,323868764,73801,14526,88327
2021-04-15,142617,64398,78219,77097939,69081031,146178970,22870,9284,32154
2015-12-23,1109,122,987,689245,150850,840095,916,21,937
2023-08-23,185758,76597,109161,177509689,115776019,293285708,51547,10996,62543
2020-12-20,106099,52659,53440,61009187,63871401,124880588,24669,7588,32257
2022-02-02,131407,71368,60039,85438508,104531942,189970450,34199,10068,44267
2023-08-06,176698,73335,103363,145927865,93745319,239673184,51087,10639,61726
2019-09-20,72847,38783,34064,12559065,56249977,68809042,25882,8733,34615
2020-02-14,154824,62208,92616,24085150,70533277,94618427,71297,13002,84299
2015-04-01,73,22,51,335100,113775,448875,1,1,2
2022-01-24,131391,64150,67241,77036370,74780979,151817349,31801,9108,40909
2019-02-15,30206,24688,5518,8968320,37116007,46084327,3213,2497,5710
2024-08-12,227515,70370,157145,243252972,107736485,350989457,78187,8416,86603
2020-01-24,90257,51985,38272,21517524,60177090,81694614,21509,10682,32191
2022-09-23,127110,61084,66026,91573502,93067235,184640737,33632,8747,42379
2017-04-14,1287,448,839,1062950,1149095,2212045,572,77,649
2022-09-05,143066,73296,69770,111149576,105399693,216549269,44041,11137,55178
2019-06-29,87716,68406,19310,14264508,43094384,57358892,8691,7860,16551
2024-05-26,179508,59255,120253,156970054,70051354,227021408,53008,6748,59756
2020-06-22,119471,55042,64429,60147165,49588163,109735328,20443,8831,29274
2019-03-03,21129,17813,3316,7969326,31829446,39798772,1565,1458,3023
2018-05-02,13571,9953,3618,8349200,13167390,21516590,2882,909,3791
2023-07-26,196459,80439,116020,189820948,121131457,310952405,63320,12966,76286
2016-02-06,1612,182,1430,697974,259925,957899,1146,58,1204
2024-01-28,189761,65324,124437,177640784,83512189,261152973,58317,9488,67805
2023-09-26,206248,79514,126734,209171035,119483582,328654617,69513,12443,81956
2024-01-11,211112,75618,135494,206938107,124252598,331190705,66945,10935,77880
2016-02-02,1387,173,1214,1753849,427452,2181301,838,14,852
2023-08-17,198447,79834,118613,183452593,123176008,306628601,62554,12370,74924
2019-07-23,79397,64690,14707,17584751,49904772,67489523,7630,8084,15714
2022-08-22,143163,68733,74430,129466938,100742392,230209330,44081,11859,55940
2019-06-05,43772,29818,13954,7633437,23891798,31525235,3963,2392,6355
2017-08-03,2353,1147,1206,1975100,5748269,7723369,922,184,1106
2017-04-30,762,326,436,665755,555340,1221095,209,30,239
2017-09-27,3676,2514,1162,3014052,7074430,10088482,962,375,1337
2017-06-01,1699,870,829,1456750,4898823,6355573,663,130,793
2020-01-06,109716,41515,68201,14988394,46639476,61627870,58189,10490,68679
2025-04-23,265932,71115,194817,405786226,123886754,529672980,111270,6145,117415
2017-05-28,975,590,385,1123096,1664299,2787395,290,78,368
2015-09-14,94,24,70,458500,55875,514375,2,0,2
2020-07-17,125137,56369,68768,67207054,60956777,128163831,38539,12393,50932
2026-01-18,263957,35122,228835,432527554,50414538,482942092,29076,661,29737
2023-07-25,199535,77926,121609,202357879,124750549,327108428,71342,13923,85265
2018-04-12,3808,2754,1054,2827850,12358619,15186469,808,184,992
2018-12-20,21805,18559,3246,5920016,37848135,43768151,1868,1053,2921
2018-06-22,12173,9203,2970,14228547,21433452,35661999,1020,336,1356
2022-02-25,134224,69216,65008,89052060,94534647,183586707,30342,9315,39657
2023-01-25,139872,68102,71770,125565039,108158351,233723390,44621,11176,55797
2018-02-02,1983,1344,639,3152256,12412451,15564707,423,157,580
2022-04-04,124388,65552,58836,84219983,94459764,178679747,30100,9744,39844
2018-09-02,10639,8829,1810,2175066,21741470,23916536,1212,139,1351
2015-10-21,1269,39,1230,1238030,106120,1344150,1151,13,1164
2019-10-18,56735,38670,18065,11744350,55660344,67404694,10412,9634,20046
2025-06-19,271303,64214,207089,402799851,110721150,513521001,120035,5901,125936
2023-10-25,187300,69580,117720,180797605,90124521,270922126,57562,10383,67945
2021-09-14,114847,56021,58826,63135374,66054384,129189758,28969,9676,38645
2015-09-02,85,19,66,556400,140450,696850,2,2,4
2019-07-05,98261,72569,25692,20919519,45622371,66541890,12070,6664,18734
2015-01-08,169,37,132,886802,156300,1043102,0,0,0
2025-12-23,295607,43387,252220,537106063,86415551,623521614,43112,1069,44181
2023-03-26,161433,69222,92211,157472880,98954992,256427872,52509,12566,65075
2020-09-04,128813,63613,65200,81055184,74763515,155818699,34299,10686,44985
2022-04-21,140039,68547,71492,95412637,94641978,190054615,38394,10893,49287
2023-09-27,195173,77188,117985,195666722,115616830,311283552,64729,11995,76724
2021-08-20,117209,56001,61208,60136667,63014232,123150899,26921,9279,36200
2023-02-21,174271,80981,93290,185005107,138251890,323256997,56779,13756,70535
2020-06-24,119745,54706,65039,66508119,54064436,120572555,20512,9658,30170
2017-07-25,2059,1127,932,1465178,6044226,7509404,744,119,863
2017-02-08,1132,226,906,1628700,417250,2045950,612,62,674
2015-05-31,58,19,39,277901,113200,391101,0,1,1
2016-07-15,1411,71,1340,1101614,146849,1248463,991,9,1000
2025-10-15,296452,55099,241353,504032565,114562032,618594597,106063,3399,109462
2019-12-11,99930,43828,56102,18539352,57638324,76177676,47512,11368,58880
2019-09-12,67875,32893,34982,14279090,58381077,72660167,28754,7624,36378
2022-10-26,113404,54242,59162,97577783,59413608,156991391,38512,8927,47439
2016-09-17,1043,78,965,737499,382700,1120199,790,27,817
2018-09-11,19675,15030,4645,6377088,29462043,35839131,3061,751,3812
2017-06-06,1735,952,783,1964886,4538130,6503016,573,136,709
2020-11-03,132588,65314,67274,75205421,67399456,142604877,26498,11816,38314
2020-12-15,108586,57253,51333,63969794,71702750,135672544,22827,7913,30740
2024-09-04,224490,71023,153467,251877547,118382215,370259762,83646,8845,92491
2019-06-11,46349,34100,12249,9043596,38998563,48042159,4620,2909,7529
2024-10-20,226377,68048,158329,237515511,86631976,324147487,75312,7802,83114
2025-08-29,236852,51728,185124,391020440,87032156,478052596,97455,3731,101186
2017-11-12,1243,634,609,1230100,2845825,4075925,498,66,564
2024-06-30,205914,61889,144025,186587715,70057735,256645450,72746,8325,81071
2022-03-26,135307,73118,62189,90658027,103451215,194109242,32299,9430,41729
2020-12-17,106763,55791,50972,67560706,75209276,142769982,24211,8088,32299
2024-12-29,239056,73065,165991,273048044,85546066,358594110,90440,7533,97973
2025-09-29,248093,49146,198947,376992445,70652428,447644873,101190,3376,104566
2022-05-03,116930,55881,61049,70762221,65683732,136445953,31906,8721,40627
2019-11-02,65956,38843,27113,17934067,56045561,73979628,19945,9017,28962
2017-01-06,880,174,706,2062456,581390,2643846,461,23,484
2026-01-05,308929,46283,262646,497718559,85069025,582787584,36212,953,37165
2022-05-10,126376,64589,61787,94456626,103103663,197560289,36578,10176,46754
2017-12-15,2244,1038,1206,2534800,8205091,10739891,827,109,936
2015-06-08,113,36,77,712700,173480,886180,2,0,2
2015-06-11,112,38,74,631100,165250,796350,0,0,0
2015-07-29,63,21,42,465119,117350,582469,1,1,2
2017-01-25,1051,219,832,904400,583705,1488105,670,14,684
2021-06-09,106639,48626,58013,59936671,72140018,132076689,26725,11730,38455
2025-08-18,236884,51694,185190,388456039,91106877,479562916,95578,3966,99544
2021-11-29,132952,58454,74498,90945451,62269969,153215420,26547,8598,35145
2020-07-09,130870,55105,75765,75829235,58694609,134523844,23558,7790,31348
2023-03-29,184585,79804,104781,178051726,130399391,308451117,60940,13686,74626
2024-09-08,211995,66005,145990,227771562,84412241,312183803,83834,8593,92427
2022-03-15,149286,76178,73108,96017355,115454186,211471541,35993,11159,47152
2019-08-31,104223,73703,30520,17282802,51087442,68370244,9730,4392,14122
2023-02-16,166243,76701,89542,171111908,130804307,301916215,55375,12953,68328
2021-08-15,89426,36703,52723,41228385,33503833,74732218,19055,6137,25192
2023-04-05,188592,83120,105472,186388081,134814824,321202905,67042,15357,82399
2020-11-18,129113,63164,65949,80794394,71515458,152309852,35349,12303,47652
2024-11-10,270624,78203,192421,317319311,97757446,415076757,104620,8718,113338
2015-09-27,32,10,22,166497,46000,212497,1,0,1
2021-04-10,170959,78541,92418,88644043,76587115,165231158,31932,13894,45826
2018-04-26,4978,3990,988,2178944,8100597,10279541,653,162,815
2021-03-27,134235,67133,67102,72886501,71339943,144226444,29716,9123,38839
2016-09-30,907,50,857,392200,88100,480300,676,10,686
2015-09-23,74,25,49,345700,145330,491030,3,1,4
2018-08-21,15220,12594,2626,5422725,27449632,32872357,1219,546,1765
2025-10-30,232109,46306,185803,381731257,83499935,465231192,83066,2254,85320
2017-11-21,2224,886,1338,2547200,3153876,5701076,892,111,1003
2016-08-20,1221,87,1134,1173670,254750,1428420,916,4,920
2019-04-17,29331,22582,6749,12995975,46045260,59041235,4290,3425,7715
2020-07-18,129717,59116,70601,70351190,60178465,130529655,39830,9130,48960
2022-08-01,132501,69016,63485,94598735,89983977,184582712,38149,10425,48574
2026-01-12,298223,40743,257480,515393675,73035320,588428995,32311,663,32974
2018-04-27,5175,4223,952,2704050,8017961,10722011,621,220,841
2020-01-03,106365,41590,64775,17199010,49333653,66532663,56986,10921,67907
2021-09-06,126568,60637,65931,71132460,73502244,144634704,33030,11597,44627
2021-12-02,125969,59806,66163,85297586,80922081,166219667,19700,6900,26600
2016-04-06,1735,234,1501,1123400,338300,1461700,1128,28,1156
2022-03-12,138411,74827,63584,80018675,107515166,187533841,30826,9452,40278
2015-12-16,1010,104,906,1168000,162500,1330500,813,17,830
2024-07-05,230206,71805,158401,235486811,110549336,346036147,78020,9160,87180
2015-06-06,98,26,72,584250,163998,748248,1,0,1
2018-05-18,8626,6428,2198,3465848,19431034,22896882,1371,326,1697
2020-08-08,114158,53601,60557,71377748,59643481,131021229,32184,6681,38865
2018-03-03,963,427,536,1737250,1743863,3481113,377,49,426
2015-04-10,72,13,59,503600,50800,554400,1,1,2
2015-09-10,111,32,79,584550,151300,735850,2,1,3
2016-10-06,958,76,882,1037650,227850,1265500,676,15,691
2017-12-16,1565,889,676,1392660,6769041,8161701,563,111,674
2019-10-25,51100,30021,21079,12189525,44876084,57065609,15289,8562,23851
2019-06-06,54700,37247,17453,12362265,126520165,138882430,7904,3765,11669
2017-11-30,2165,1288,877,2100114,3185978,5286092,717,140,857
2021-07-06,138236,68252,69984,71460118,101407688,172867806,33207,14651,47858
2017-10-31,2847,1767,1080,2247850,6711751,8959601,865,226,1091
2016-07-08,1597,81,1516,883650,191200,1074850,1191,17,1208
2024-12-19,267787,79264,188523,404659740,136169136,540828876,107377,9448,116825
2022-07-26,124591,63922,60669,97894654,88341574,186236228,39477,10463,49940
2019-12-14,100972,41343,59629,14095495,53897877,67993372,50911,9528,60439
2022-02-21,118560,63753,54807,77029870,86869302,163899172,29595,9114,38709
2018-01-20,2654,1715,939,6075725,17560262,23635987,695,424,1119
2017-07-28,2853,1638,1215,1965600,6821035,8786635,962,204,1166
2015-07-20,109,28,81,713150,135550,848700,1,1,2
2020-10-30,106478,54035,52443,71720834,59746773,131467607,28920,9695,38615
2018-02-06,1989,1256,733,3257700,11646085,14903785,556,193,749
2017-12-01,1749,906,843,2068350,4436877,6505227,690,137,827
2017-04-25,1887,742,1145,1316600,2145595,3462195,796,117,913
2024-06-29,226458,71419,155039,216502789,91513034,308015823,79334,9342,88676
2023-10-15,185823,69770,116053,155661722,84602483,240264205,51713,10022,61735
2018-08-14,13118,11264,1854,3939882,22877320,26817202,838,462,1300
2017-12-27,10447,7803,2644,6920000,9970999,16890999,2219,712,2931
2018-01-09,2192,1330,862,2661000,12684142,15345142,656,231,887
2018-03-25,1579,1274,305,1194700,9064520,10259220,209,53,262
2021-02-12,116353,63735,52618,62599829,84706706,147306535,26283,10111,36394
2025-01-06,284360,84051,200309,353697890,128925269,482623159,115136,8541,123677
2018-01-24,11069,7841,3228,9615683,12233244,21848927,2810,696,3506
2022-04-29,128746,64847,63899,89426384,88040513,177466897,36131,10819,46950
2016-07-21,1363,91,1272,1185610,375800,1561410,871,19,890
2019-06-21,80952,62117,18835,15317758,52328438,67646196,6620,5393,12013
2017-08-18,2286,930,1356,1573300,4865864,6439164,1091,130,1221
2018-11-26,22178,17439,4739,6210771,26126926,32337697,1958,1011,2969
2025-11-19,332423,52281,280142,556865657,99373534,656239191,60366,2198,62564
2024-03-07,212884,79403,133481,204815792,142173686,346989478,63270,9762,73032
2021-11-08,113259,53088,60171,83055678,66323757,149379435,37496,12248,49744
2023-01-29,131612,57919,73693,114369428,75910819,190280247,39721,9658,49379
2021-09-23,131173,62458,68715,73976259,74432303,148408562,31662,10035,41697
2018-04-14,3629,2704,925,1962050,12092808,14054858,759,159,918
2025-10-21,193124,33741,159383,309236468,40242891,349479359,69916,2153,72069
2021-07-08,136323,66304,70019,69041317,78200198,147241515,29249,12996,42245
2017-02-03,910,164,746,1477000,346300,1823300,461,32,493
2017-09-11,2109,1031,1078,1832375,5443924,7276299,843,188,1031
2023-07-07,204212,82995,121217,191038553,122332048,313370601,65687,13146,78833
2017-11-03,2517,1460,1057,2518320,6236619,8754939,830,189,1019
2021-08-05,132420,67830,64590,73361468,86872244,160233712,30585,13996,44581
2024-10-26,252713,79199,173514,306051997,118842529,424894526,93948,9183,103131
2023-02-13,168145,77205,90940,162006604,122325340,284331944,54637,13238,67875
2019-08-22,111180,78548,32632,24111032,56477375,80588407,11639,6743,18382
2022-07-29,130118,65736,64382,99085964,89345510,188431474,39065,10215,49280
2015-10-30,935,42,893,1565850,89050,1654900,755,1,756
2023-04-14,160959,69538,91421,143048208,95243798,238292006,56810,12792,69602
2015-11-10,857,84,773,587800,72800,660600,710,17,727
2021-04-12,162793,73548,89245,80966704,69758528,150725232,30636,12582,43218
2015-11-19,771,85,686,694725,202860,897585,608,17,625
2019-03-22,25297,19766,5531,4480330,14099986,18580316,2069,1201,3270
2016-12-28,714,245,469,1434150,635296,2069446,306,42,348
2024-06-17,204682,61460,143222,202111725,75911426,278023151,53177,7640,60817
2020-01-04,102706,44796,57910,17485004,49748601,67233605,47532,10252,57784
2018-10-07,12342,9953,2389,3691430,18311579,22003009,1311,480,1791
2023-10-11,204427,81735,122692,198791973,133491275,332283248,56205,10988,67193
2016-06-28,1509,72,1437,1066700,356936,1423636,1153,6,1159
2024-06-22,232213,74707,157506,232384063,110412644,342796707,85299,10210,95509
2022-10-05,115666,55795,59871,81424380,60315664,141740044,32782,8982,41764
2016-09-05,721,64,657,595200,130100,725300,483,17,500
2025-08-27,247663,49683,197980,388632463,86580528,475212991,72307,3352,75659
2018-05-29,8953,6888,2065,3475000,18330535,21805535,1267,273,1540
2022-10-10,136147,70946,65201,92084720,86395119,178479839,35368,9344,44712
2021-01-27,104376,56340,48036,62848448,68836028,131684476,26278,9496,35774
2025-03-09,246168,67608,178560,316989750,118889147,435878897,101055,6379,107434
2024-07-07,203253,60184,143069,198285763,73787629,272073392,75444,8174,83618
2026-01-19,285197,38849,246348,461334771,72861211,534195982,24302,572,24874
2016-06-08,1179,121,1058,1487410,226200,1713610,749,39,788
2022-12-09,138420,68707,69713,126096255,114084613,240180868,44584,11804,56388
2017-08-04,2417,1138,1279,1819700,5830849,7650549,1036,165,1201
2018-04-29,2834,2089,745,1689050,7838230,9527280,430,140,570
2024-01-25,192630,71440,121190,184421576,106225721,290647297,58400,9501,67901
2023-05-13,162041,75869,86172,149382199,115379530,264761729,47674,11535,59209
2024-02-26,199927,69307,130620,186305589,95853002,282158591,65909,10163,76072
2020-09-05,121314,60145,61169,70616480,67451981,138068461,15923,6855,22778
2021-02-06,115621,62569,53052,59790451,80440032,140230483,24622,9646,34268
2023-05-29,191428,78245,113183,189903044,109393081,299296125,71480,14498,85978
2020-06-08,120656,51377,69279,81273986,53229000,134502986,15408,8704,24112
2017-07-21,1844,990,854,1978190,3819602,5797792,654,152,806
2025-09-27,248784,51877,196907,370922398,79338942,450261340,98158,3419,101577
2025-01-29,281583,83897,197686,350757286,121775209,472532495,104837,8103,112940
2016-10-30,215,11,204,159500,18400,177900,139,2,141
2018-12-06,23139,18858,4281,6852910,32703711,39556621,1909,831,2740
2015-06-21,109,29,80,680698,98000,778698,1,0,1
2016-02-22,1155,114,1041,869250,189785,1059035,772,38,810
2025-07-23,251301,60779,190522,358931868,105068160,464000028,107183,4299,111482
2020-04-18,89430,42436,46994,47476010,36802084,84278094,25981,9170,35151
2020-08-01,98750,46061,52689,57495257,42268811,99764068,11549,5201,16750
2015-02-20,136,30,106,814350,97000,911350,3,0,3
2017-05-06,1291,589,702,1116900,2099050,3215950,499,97,596
2016-02-03,1553,203,1350,1266500,632100,1898600,969,24,993
2022-05-30,131452,67714,63738,104073101,83849276,187922377,44047,11091,55138
2019-08-09,97008,70200,26808,18728070,55502386,74230456,8945,6072,15017
2021-08-25,118942,59497,59445,69869370,77662433,147531803,28977,9851,38828
2022-02-09,120912,65926,54986,75451931,96935403,172387334,26016,8112,34128
2025-08-01,267709,62597,205112,421029382,114510364,535539746,121126,4359,125485
2015-03-08,80,22,58,453050,99300,552350,1,0,1
2015-02-21,91,24,67,376900,145650,522550,4,1,5
2018-09-16,10943,8668,2275,2213275,18670727,20884002,1437,352,1789
2019-04-21,24999,19284,5715,3090385,20214377,23304762,2041,2389,4430
2024-12-28,243124,75529,167595,290576653,100260018,390836671,87075,6656,93731
2023-09-12,202841,78953,123888,192900903,127676774,320577677,65700,12158,77858
2023-04-24,179095,74933,104162,172657559,109512299,282169858,65332,13546,78878
2018-05-30,15915,11834,4081,7902500,17289045,25191545,3147,769,3916
2022-04-14,114374,56295,58079,76065433,69819444,145884877,32184,9946,42130
2017-05-22,1843,976,867,6085955,2900450,8986405,692,165,857
2021-11-23,133096,62254,70842,103807932,85256898,189064830,29053,9352,38405
2023-03-15,182511,82915,99596,173118062,148908345,322026407,62859,13984,76843
2018-06-07,18652,16740,1912,4093473,22562072,26655545,1148,347,1495
2021-02-25,113152,62018,51134,66910871,90246353,157157224,27150,10305,37455
2022-04-22,135075,67489,67586,94793802,89929404,184723206,36289,10565,46854
2020-04-26,67450,30882,36568,41222810,25654996,66877806,15216,6793,22009
2016-07-20,1211,124,1087,1178040,307575,1485615,796,12,808
2025-03-12,271222,76082,195140,376362478,148067095,524429573,111552,7228,118780
2019-03-31,22138,17766,4372,3647351,21961066,25608417,1971,2677,4648
2019-03-17,26343,20969,5374,4413548,25672711,30086259,4383,2563,6946
2019-05-15,36432,28536,7896,7692170,38693445,46385615,3870,2745,6615
2015-06-18,116,36,80,366400,277400,643800,18,1,19
2021-11-22,124568,58607,65961,99735411,74971850,174707261,29907,9704,39611
2019-12-24,106629,40478,66151,17036592,54393301,71429893,56320,9877,66197
2019-03-15,41846,32440,9406,10063735,45328004,55391739,5898,3408,9306
2019-12-19,100275,42052,58223,17866120,54891260,72757380,47634,9572,57206
2019-03-16,34654,27894,6760,9890005,38077059,47967064,4686,2748,7434
2025-01-07,271518,82444,189074,339343194,137989092,477332286,107189,8340,115529
2025-02-07,268211,80085,188126,343239061,126672491,469911552,108577,7775,116352
2021-03-14,118738,60626,58112,65758857,74464068,140222925,26046,9324,35370
2021-05-17,90398,36838,53560,56546970,44679738,101226708,24442,9378,33820
2018-01-29,1523,934,589,1660200,7997578,9657778,444,147,591
2017-08-01,2079,920,1159,1921850,6324202,8246052,908,141,1049
2019-01-10,24774,21384,3390,8245770,38394963,46640733,2140,1782,3922
2026-02-05,268447,37351,231096,462030965,86806096,548837061,19864,223,20087
2018-04-28,14942,13911,1031,3081200,11056016,14137216,716,253,969
2019-06-28,86555,66146,20409,19709963,45768491,65478454,10417,8150,18567
2017-04-29,1571,669,902,902602,1499787,2402389,530,73,603
2022-05-29,127038,61105,65933,96364760,70783520,167148280,43936,11290,55226
2015-06-25,127,34,93,961950,130700,1092650,1,1,2
2025-10-31,234040,45282,188758,370814461,76253770,447068231,81191,2031,83222
2017-03-22,1242,407,835,1341251,1116505,2457756,537,69,606
2024-04-23,193995,64373,129622,197991532,90430815,288422347,69589,9527,79116
2021-02-18,117933,65147,52786,62837574,84676433,147514007,25160,9959,35119
2017-08-02,3234,2018,1216,2820940,6340507,9161447,953,271,1224
2019-12-22,95760,32788,62972,8884144,33060598,41944742,53251,7062,60313
2017-09-24,1258,860,398,1383264,3024312,4407576,283,82,365
2023-09-01,189140,77882,111258,162901812,109194172,272095984,55189,10518,65707
2018-09-05,22431,16453,5978,8306262,24452030,32758292,4470,987,5457
2025-10-25,264950,52475,212475,455608045,88660683,544268728,92350,2832,95182
2018-09-18,18435,14627,3808,4955795,25720740,30676535,2380,859,3239
2019-06-01,56944,38055,18889,17473100,45072960,62546060,8148,3799,11947
2022-08-26,149233,75366,73867,116234871,101200103,217434974,43245,11507,54752
2019-03-10,17522,14296,3226,3279925,20086075,23366000,1389,1339,2728
2016-05-03,1278,141,1137,866530,255455,1121985,818,46,864
2025-10-23,235805,43345,192460,396070977,61572308,457643285,79721,2540,82261
2025-04-07,276137,73067,203070,432809248,120872472,553681720,125091,7388,132479
2023-09-23,179456,73656,105800,173045564,105849591,278895155,51897,10564,62461
2016-03-12,725,95,630,778800,256850,1035650,443,25,468
2016-11-09,935,113,822,623348,404500,1027848,688,22,710
2019-10-02,44148,32078,12070,8412305,45854178,54266483,6263,7109,13372
2022-05-26,138179,69830,68349,108578915,99147334,207726249,47137,12863,60000
2017-03-10,1211,322,889,920630,395900,1316530,537,60,597
2018-10-11,18109,14512,3597,7370061,23432962,30803023,1690,845,2535
2017-08-16,2464,1035,1429,1784940,2726763,4511703,1041,158,1199
2019-02-10,17376,14830,2546,2633573,18099642,20733215,1631,1872,3503
2023-02-04,163901,80804,83097,150245802,129791285,280037087,52226,13522,65748
2023-03-20,179885,79618,100267,176464209,229907362,406371571,59615,12733,72348
2018-11-25,13788,11370,2418,2477577,15349849,17827426,1232,624,1856
2018-06-20,16755,13051,3704,9145254,19998365,29143619,2563,798,3361
2025-07-13,247879,58798,189081,337090121,72733835,409823956,103661,4746,108407
2022-02-26,132384,68998,63386,79691922,82922322,162614244,28789,9001,37790
2018-07-21,10004,6245,3759,10825410,10112812,20938222,1030,259,1289
2023-01-20,157237,72611,84626,151944344,116196731,268141075,54138,13398,67536
2021-10-28,106796,54199,52597,75665546,69721069,145386615,26471,8926,35397
2019-02-25,26268,21647,4621,6520325,32406072,38926397,2481,1928,4409
2019-08-26,106728,77037,29691,18687535,49218090,67905625,9062,6998,16060
2022-09-25,126662,60543,66119,92633271,63420163,156053434,34079,9005,43084
2021-08-28,127901,61038,66863,67086550,70096985,137183535,29837,10345,40182
2016-12-02,851,113,738,1025160,282965,1308125,534,32,566
2021-03-11,108760,59449,49311,56841364,80562670,137404034,22460,8345,30805
2025-10-02,207523,42046,165477,306684784,55192651,361877435,83784,2730,86514
2021-10-30,115659,57951,57708,75668001,74523662,150191663,30604,10684,41288
2023-05-08,176968,76133,100835,170543351,117694951,288238302,63527,12709,76236
2022-02-04,122344,66336,56008,79007291,93980496,172987787,30470,9485,39955
2015-09-28,201,40,161,857600,167600,1025200,2,6,8
2016-12-30,759,233,526,687100,251952,939052,401,47,448
2022-01-17,118952,58865,60087,75672798,72520765,148193563,32525,9170,41695
2017-09-20,4129,2637,1492,3991700,5600425,9592125,1154,288,1442
2016-04-17,867,99,768,371019,96677,467696,618,45,663
2017-12-14,1984,949,1035,1415450,6350423,7765873,857,97,954
2022-08-23,139217,69810,69407,121103412,107484055,228587467,40175,10706,50881
2015-04-30,74,23,51,441100,119500,560600,0,0,0
2019-01-16,29162,23847,5315,9211210,34686266,43897476,3908,1821,5729
2019-12-10,95241,42020,53221,16870532,58755332,75625864,45232,10775,56007
2019-08-07,89323,66508,22815,18686690,53422714,72109404,8530,6681,15211
2024-05-08,211449,69883,141566,212114953,104117248,316232201,67686,9529,77215
2022-04-23,134835,66906,67929,97288445,80608740,177897185,37850,11073,48923
2020-10-02,118775,58848,59927,61117765,55890601,117008366,27259,9973,37232
2016-07-10,754,45,709,540050,190070,730120,556,7,563
2020-11-09,137320,68192,69128,88240549,75358938,163599487,38051,14370,52421
2023-10-18,205208,78936,126272,203974700,120383009,324357709,58536,11230,69766
2022-06-21,88766,43800,44966,75905401,2071115652,2147021053,31889,8172,40061
2017-07-23,728,401,327,521400,2305170,2826570,269,62,331
2017-07-24,1868,894,974,1577833,3772743,5350576,772,100,872
2025-08-09,190385,46039,144346,246636361,55299633,301935994,62382,2715,65097
2016-07-29,1109,80,1029,1097335,319150,1416485,720,7,727
2018-01-03,9851,7490,2361,6672801,11313410,17986211,2141,827,2968
2024-11-30,267802,73336,194466,417675223,112590697,530265920,123931,10019,133950
2023-01-15,119974,56502,63472,105086148,67380936,172467084,41101,10016,51117
2016-01-28,1028,149,879,1048600,250024,1298624,609,47,656
2022-12-25,109611,52369,57242,85977555,70655118,156632673,33638,9345,42983
2019-01-28,22447,18473,3974,6948279,28381982,35330261,1887,1510,3397
2023-02-15,168640,77474,91166,169467675,132538368,302006043,56613,13328,69941
2018-08-09,12263,9603,2660,12622286,18397354,31019640,1290,416,1706
2015-08-04,92,29,63,431550,108200,539750,0,0,0
2025-07-25,250892,60653,190239,372957377,98346390,471303767,104784,4842,109626
2024-06-26,215474,68607,146867,224095202,110615419,334710621,74872,9060,83932
2023-12-02,220726,81180,139546,224916384,120098819,345015203,63689,11654,75343
2022-08-10,115838,61256,54582,83150442,85844871,168995313,34418,9743,44161
2023-11-08,219218,78271,140947,257104323,134721619,391825942,84539,14056,98595
2020-01-16,92249,34708,57541,13162725,45711734,58874459,49429,10308,59737
2017-05-13,1339,634,705,1448925,2728095,4177020,490,108,598
2023-10-20,191769,75002,116767,182757530,107353304,290110834,52758,9990,62748
2016-01-23,610,80,530,712300,159000,871300,333,29,362
2020-08-16,98720,43847,54873,65423455,45977925,111401380,29302,6152,35454
2020-06-26,125137,55895,69242,69271685,57874467,127146152,21007,8853,29860
